"DATE","HG10M1","HG10M2","HG10M3","HG10M4","HG10M5","HG10M6","HG10M7","HG10M8","HG10M9","HG10M10","HG10M11","HG10M12","HG11M1","HG11M2","HG11M3","HG11M4","HG11M5","HG11M6","HG11M7","HG11M8","HG11M9","HG11M10","HG11M11","HG11M12","HG12M1","HG12M2","HG12M3","HG12M4","HG12M5","HG12M6","HG12M7","HG12M8","HG12M9","HG12M10","HG12M11","HG12M12","HG13M1","HG13M2","HG13M3","HG13M4","HG13M5","HG13M6","HG13M7","HG13M8","HG13M9","HG13M10","HG13M11","HG13M12","HG14M1","HG14M2","HG14M3","HG14M4","HG14M5","HG14M6","HG14M7","HG14M8","HG14M9","HG14M10","HG14M11","HG14M12","HG15M1","HG15M2","HG15M3","HG15M4","HG15M5"
"2010:05","#N/A","#N/A","#N/A","#N/A","#N/A","80.1","80.1","80.2","80.2","80.2","80.2","80.2","80.2","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.1","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0"
"2010:06","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","79.5","79.6","79.6","79.6","79.6","79.6","79.6","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.5","78.5","78.5","78.5","78.5","78.5","78.5","78.5","78.5","78.5","78.5","78.5","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8"
"2010:07","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","79.9","79.9","79.9","79.9","79.9","79.9","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.9","78.9","78.9","78.9","78.9","78.9","78.9","78.9","78.9","78.9","78.9","78.9","78.7","78.7","78.7","78.7"
"2010:08","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","80.3","80.3","80.3","80.3","80.3","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2"
"2010:09","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","80.7","80.6","80.8","80.8","79.6","79.6","79.6","79.6","79.6","79.6","79.6","79.6","79.6","79.6","79.6","79.6","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.4","79.4","79.4","79.4"
"2010:10","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","80.7","80.6","80.6","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.5","79.5","79.5","79.5"
"2010:11","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","80.4","80.4","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.6","79.6","79.6","79.6","79.6","79.6","79.6","79.6","79.6","79.6","79.6","79.6","79.6","79.6","79.6","79.6"
"2010:12","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","80.3","79.2","79.3","79.3","79.3","79.3","79.3","79.3","79.3","79.3","79.3","79.3","79.3","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.6","79.6","79.6","79.6","79.6","79.6","79.6","79.6","79.6","79.6","79.6","79.6","79.7","79.7","79.7","79.7"
"2011:01","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","78.6","78.9","78.9","78.9","78.9","78.9","78.9","78.9","78.9","78.9","78.9","78.9","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.5","78.5","78.5","78.5","78.5","78.5","78.5","78.5","78.5","78.5","78.5","78.5","78.5","78.5","78.5","78.5","78.5","78.5","78.5","78.5","78.5","78.5","78.5","78.5","78.7","78.7","78.7","78.7"
"2011:02","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","79.8","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","79.8","79.8","79.8","79.8","79.8","79.8","79.8","79.8","79.8","79.8","79.8","79.8","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5","80.1","80.1","80.1","80.1"
"2011:03","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","80.5","80.7","80.5","80.5","80.5","80.5","80.5","80.5","80.5","80.5","80.4","80.4","80.4","80.4","80.4","80.4","80.4","80.4","80.4","80.4","80.4","80.4","80.3","80.3","80.3","80.3","80.3","80.3","80.3","80.3","80.3","80.3","80.3","80.3","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2"
"2011:04","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","81.1","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.8","80.8","80.8","80.8","80.8","80.8","80.8","80.8","80.8","80.8","80.8","80.8","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.6","80.6","80.6","80.6"
"2011:05","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","81.1","81.2","81.2","81.2","81.2","81.2","81.2","81.2","81.0","81.0","81.0","81.0","81.0","81.0","81.0","81.0","81.0","81.0","81.0","81.0","81.3","81.3","81.3","81.3","81.3","81.3","81.3","81.3","81.3","81.3","81.3","81.3","81.3","81.3","81.3","81.3","81.3","81.3","81.3","81.3","81.3","81.3","81.3","81.3","81.3","81.3","81.3","81.3"
"2011:06","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","81.1","81.2","81.2","81.2","81.2","81.2","81.2","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","81.2","81.2","81.2","81.2","81.2","81.2","81.2","81.2","81.2","81.2","81.2","81.2","81.0","81.0","81.0","81.0","81.0","81.0","81.0","81.0","81.0","81.0","81.0","81.0","81.2","81.2","81.2","81.2"
"2011:07","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","81.5","81.5","81.5","81.5","81.5","81.5","81.4","81.4","81.4","81.4","81.4","81.4","81.4","81.4","81.4","81.4","81.4","81.4","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.6","81.6","81.6","81.6","81.6","81.6","81.6","81.6","81.6","81.6","81.6","81.6","81.5","81.5","81.5","81.5"
"2011:08","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","81.3","81.2","81.2","81.2","81.2","81.1","81.1","81.1","81.1","81.1","81.1","81.1","81.1","81.1","81.1","81.1","81.1","81.3","81.3","81.3","81.3","81.3","81.3","81.3","81.3","81.3","81.3","81.3","81.3","81.4","81.4","81.4","81.4","81.4","81.4","81.4","81.4","81.4","81.4","81.4","81.4","81.6","81.6","81.6","81.6"
"2011:09","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","81.4","81.3","81.6","81.6","81.3","81.3","81.3","81.3","81.3","81.3","81.3","81.3","81.3","81.3","81.3","81.3","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.9","81.9","81.9","81.9","81.9","81.9","81.9","81.9","81.9","81.9","81.9","81.9","81.9","81.9","81.9","81.9"
"2011:10","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","81.5","81.6","81.7","81.6","81.6","81.6","81.6","81.6","81.6","81.6","81.6","81.6","81.6","81.6","81.6","81.9","81.9","81.9","81.9","81.9","81.9","81.9","81.9","81.9","81.9","81.9","81.9","82.2","82.2","82.2","82.2","82.2","82.2","82.2","82.2","82.2","82.2","82.2","82.2","82.2","82.2","82.2","82.2"
"2011:11","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","81.5","81.6","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.9","81.9","81.9","81.9","81.9","81.9","81.9","81.9","81.9","81.9","81.9","81.9","82.1","82.1","82.1","82.1","82.1","82.1","82.1","82.1","82.1","82.1","82.1","82.1","82.2","82.2","82.2","82.2"
"2011:12","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","82.1","82.6","82.3","82.3","82.3","82.3","82.3","82.3","82.3","82.3","82.3","82.3","82.3","82.7","82.7","82.7","82.7","82.7","82.7","82.7","82.7","82.7","82.7","82.7","82.7","82.7","82.7","82.7","82.7","82.7","82.7","82.7","82.7","82.7","82.7","82.7","82.7","82.9","82.9","82.9","82.9"
"2012:01","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","83.2","83.2","83.0","83.0","83.0","83.0","83.0","83.0","83.0","83.0","83.0","83.0","83.6","83.6","83.6","83.6","83.6","83.6","83.6","83.6","83.6","83.6","83.6","83.6","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3"
"2012:02","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4"
"2012:03","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","83.1","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.6","83.6","83.6","83.6","83.6","83.6","83.6","83.6","83.6","83.6","83.6","83.6","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5"
"2012:04","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","83.7","83.4","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.7","83.7","83.7","83.7"
"2012:05","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","82.8","82.7","82.7","82.7","82.7","82.7","82.7","82.7","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2"
"2012:06","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","82.8","82.9","82.9","82.9","82.9","82.9","82.9","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.4","83.4","83.4","83.4"
"2012:07","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","83.0","82.8","82.9","82.9","82.9","82.9","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.6","83.6","83.6","83.6","83.6","83.6","83.6","83.6","83.6","83.6","83.6","83.6","83.5","83.5","83.5","83.5"
"2012:08","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","82.5","82.6","82.4","82.4","82.4","83.1","83.1","83.1","83.1","83.1","83.1","83.1","83.1","83.1","83.1","83.1","83.1","83.1","83.1","83.1","83.1","83.1","83.1","83.1","83.1","83.1","83.1","83.1","83.1","83.1","83.1","83.1","83.1"
"2012:09","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","82.6","82.5","82.6","82.6","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.2","83.2","83.2","83.2"
"2012:10","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","82.8","82.6","82.6","83.1","83.1","83.1","83.1","83.1","83.1","83.1","83.1","83.1","83.1","83.1","83.1","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5"
"2012:11","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","82.6","82.8","83.6","83.6","83.6","83.6","83.6","83.6","83.6","83.6","83.6","83.6","83.6","83.6","83.6","83.6","83.6","83.6","83.6","83.6","83.6","83.6","83.6","83.6","83.6","83.6","83.4","83.4","83.4","83.4"
"2012:12","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","83.3","84.0","84.2","84.2","84.2","84.2","84.2","84.2","84.2","84.2","84.2","84.2","84.2","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.0","84.0","84.0","84.0"
"2013:01","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","83.8","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","83.9","83.9","83.9","83.9","83.9","83.9","83.9","83.9","83.9","83.9","83.9","83.9","83.8","83.8","83.8","83.8"
"2013:02","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","84.9","84.8","84.8","84.8","84.8","84.8","84.8","84.8","84.8","84.8","84.8","84.8","84.8","84.8","84.8","84.8","84.8","84.8","84.8","84.8","84.8","84.8","84.8","84.8","84.8","84.8","84.8"
"2013:03","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","84.8","84.8","84.7","84.7","84.7","84.7","84.7","84.7","84.7","84.7","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9"
"2013:04","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","84.7","84.6","84.6","84.6","84.6","84.6","84.6","84.6","84.6","84.6","84.6","84.6","84.6","84.6","84.6","84.6","84.6","84.6","84.6","84.6","84.6","84.6","84.6","84.6","84.6"
"2013:05","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","84.5","84.5","84.5","84.5","84.5","84.5","84.5","84.5","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","85.1","85.1","85.1","85.1"
"2013:06","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","84.2","84.5","84.4","84.4","84.4","84.4","84.4","84.7","84.7","84.7","84.7","84.7","84.7","84.7","84.7","84.7","84.7","84.7","84.7","84.9","84.9","84.9","84.9"
"2013:07","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","84.1","84.2","84.2","84.2","84.2","84.2","84.5","84.5","84.5","84.5","84.5","84.5","84.5","84.5","84.5","84.5","84.5","84.5","84.6","84.6","84.6","84.6"
"2013:08","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","84.4","84.5","84.7","84.7","84.7","85.0","85.0","85.0","85.0","85.0","85.0","85.0","85.0","85.0","85.0","85.0","85.0","85.0","85.0","85.0","85.0"
"2013:09","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","84.8","84.9","84.9","84.9","85.1","85.1","85.1","85.1","85.1","85.1","85.1","85.1","85.1","85.1","85.1","85.1","85.2","85.2","85.2","85.2"
"2013:10","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","84.9","84.9","84.9","85.2","85.2","85.2","85.2","85.2","85.2","85.2","85.2","85.2","85.2","85.2","85.2","85.6","85.6","85.6","85.6"
"2013:11","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","85.5","85.6","85.8","85.8","85.8","85.8","85.8","85.8","85.8","85.8","85.8","85.8","85.8","85.8","86.2","86.2","86.2","86.2"
"2013:12","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","85.2","85.2","85.2","85.2","85.2","85.2","85.2","85.2","85.2","85.2","85.2","85.2","85.2","85.6","85.6","85.6","85.6"
